pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
132,"DREVO A. (PF)
Eisbären Bremerhaven",18,332:48:00,134,26,57,45.60%,21,51,41.20%,47,108,43.50%,19,27,70.40%,50,12,62,14,10,14,8,43,145,-18,0
133,"DREVO A. (PF)
Eisbären Bremerhaven",18,332:48:00,134,26,57,45.60%,21,51,41.20%,47,108,43.50%,19,27,70.40%,50,12,62,14,10,14,8,43,145,-18,0
197,"MöNNINGHOFF M. (SG)
TBB Trier",34,409:37:00,134,22,37,59.50%,25,73,34.30%,47,110,42.70%,15,18,83.30%,36,13,49,3,6,9,1,38,118,-142,0
199,"STUCKEY M. (PG)
s.Oliver Baskets",34,407:53:00,133,28,71,39.40%,19,60,31.70%,47,131,35.90%,20,32,62.50%,28,11,39,23,21,36,0,51,84,-42,0
105,"BUCKMAN B. (PF)
Artland Dragons",15,350:10:00,132,25,48,52.10%,18,46,39.10%,43,94,45.70%,28,41,68.30%,66,36,102,21,9,13,11,45,198,56,2
10,"BAXTER J. (SF)
LTi GIESSEN 46ers",9,293:25:00,131,39,77,50.60%,12,40,30.00%,51,117,43.60%,17,27,63.00%,24,3,27,19,8,16,2,12,95,-105,0
193,"BARTHEL D. (PF)
FRAPORT SKYLINERS",30,511:34:00,130,37,68,54.40%,11,28,39.30%,48,96,50.00%,23,43,53.50%,60,27,87,16,9,28,10,69,156,-67,0
152,"HARRIS D. (PG)
LTi GIESSEN 46ers",19,444:19:00,129,46,82,56.10%,5,19,26.30%,51,101,50.50%,22,33,66.70%,33,5,38,56,10,43,0,49,129,-122,0
50,"BLAKELY M. (SF)
Neckar RIESEN Ludwigsburg",11,264:44:00,126,46,88,52.30%,3,7,42.90%,49,95,51.60%,25,46,54.40%,43,28,71,24,8,33,13,30,142,11,2
53,"ROBINSON F. (SF)
s.Oliver Baskets",11,321:03:00,124,41,84,48.80%,6,29,20.70%,47,113,41.60%,24,42,57.10%,44,11,55,22,17,26,7,24,115,15,0
137,"WATTS D. (PF)
ratiopharm ulm",17,390:50:00,124,50,94,53.20%,2,14,14.30%,52,108,48.20%,18,31,58.10%,66,29,95,23,10,21,5,39,167,14,1
181,"MIRALLES A. (C)
ALBA BERLIN",24,415:00:00,122,50,92,54.30%,0,0,0.00%,50,92,54.40%,22,48,45.80%,49,37,86,9,12,29,11,72,143,54,0
198,"MITTMANN N. (SF)
New Yorker Phantoms Braunschweig",30,554:42:00,118,21,54,38.90%,24,72,33.30%,45,126,35.70%,4,4,100.00%,74,20,94,22,12,12,2,54,155,2,0
203,"TADDA K. (SG)
Brose Baskets",33,548:57:00,118,20,41,48.80%,19,59,32.20%,39,100,39.00%,21,26,80.80%,45,9,54,43,19,22,3,56,149,125,0
204,"GREENE D. (SG)
FC Bayern München",33,484:08:00,118,13,34,38.20%,24,68,35.30%,37,102,36.30%,20,22,90.90%,35,3,38,21,9,21,0,68,98,94,0
155,"DAVIS J. (PG)
New Yorker Phantoms Braunschweig",18,369:17:00,116,31,58,53.40%,8,27,29.60%,39,85,45.90%,30,32,93.80%,23,0,23,27,10,24,1,42,105,-1,0
52,"MASSEY J. (PF)
Brose Baskets",10,223:44:00,113,27,42,64.30%,9,36,25.00%,36,78,46.20%,32,41,78.10%,36,15,51,16,15,9,3,21,138,62,0
202,"KRUEL B. (C)
Phoenix Hagen",30,366:15:00,112,44,73,60.30%,1,3,33.30%,45,76,59.20%,21,31,67.70%,50,22,72,19,17,22,2,72,159,-64,0
196,"KERUSCH S. (SF)
Artland Dragons",27,291:14:00,111,35,81,43.20%,6,26,23.10%,41,107,38.30%,23,30,76.70%,43,27,70,11,10,16,2,32,115,-13,0
149,"CURRY S. (PG)
Mitteldeutscher BC",16,322:24:00,110,23,52,44.20%,13,48,27.10%,36,100,36.00%,25,31,80.70%,23,6,29,23,15,24,0,36,83,-35,0
150,"CURRY S. (PG)
Mitteldeutscher BC",16,322:24:00,110,23,52,44.20%,13,48,27.10%,36,100,36.00%,25,31,80.70%,23,6,29,23,15,24,0,36,83,-35,0
205,"WEBER M. (SF)
Neckar RIESEN Ludwigsburg",32,494:26:00,108,27,64,42.20%,6,20,30.00%,33,84,39.30%,36,64,56.30%,48,14,62,22,15,39,4,74,93,-116,0
75,"TRAORé A. (C)
ALBA BERLIN",10,200:43:00,104,43,82,52.40%,0,0,0.00%,43,82,52.40%,18,25,72.00%,32,17,49,5,4,22,14,30,108,-33,1
25,"GOMES R. (SF)
Artland Dragons",8,224:11:00,102,34,75,45.30%,6,23,26.10%,40,98,40.80%,16,21,76.20%,39,8,47,14,8,7,1,17,102,-25,1
194,"BETZ S. (SF)
ratiopharm ulm",24,335:32:00,101,20,35,57.10%,12,33,36.40%,32,68,47.10%,25,30,83.30%,34,23,57,14,15,16,3,44,133,81,0
200,"GOLDSBERRY J. (PG)
Brose Baskets",26,512:34:00,101,8,19,42.10%,25,55,45.50%,33,74,44.60%,10,14,71.40%,49,8,57,73,23,22,2,59,189,200,0
217,"WENDT O. (PG)
Phoenix Hagen",34,447:13:00,100,30,80,37.50%,6,37,16.20%,36,117,30.80%,22,33,66.70%,37,19,56,53,28,38,2,62,109,-62,0
174,"WEAVER D. (C)
Neckar RIESEN Ludwigsburg",18,309:51:00,99,36,73,49.30%,0,3,0.00%,36,76,47.40%,27,30,90.00%,34,26,60,13,5,25,11,53,120,-146,0
161,"LENZLY M. ()
s.Oliver Baskets",16,430:47:00,98,14,39,35.90%,17,43,39.50%,31,82,37.80%,19,24,79.20%,38,14,52,37,11,27,4,29,119,28,0
131,"JEANTY O. (SG)
Mitteldeutscher BC",13,283:58:00,97,7,22,31.80%,24,59,40.70%,31,81,38.30%,11,12,91.70%,10,3,13,22,6,25,2,30,64,5,0
144,"JONES J. (PG)
FRAPORT SKYLINERS",14,354:12:00,97,25,57,43.90%,12,35,34.30%,37,92,40.20%,11,17,64.70%,13,10,23,42,16,18,2,36,101,-28,0
201,"LEUTLOFF S. (SF)
Mitteldeutscher BC",25,356:59:00,97,33,63,52.40%,2,4,50.00%,35,67,52.20%,25,47,53.20%,35,28,63,16,5,24,0,48,103,-82,0
216,"KLEIN K. (PG)
FRAPORT SKYLINERS",32,423:44:00,95,18,54,33.30%,12,68,17.70%,30,122,24.60%,23,25,92.00%,29,7,36,22,18,21,0,61,56,-2,0
209,"MANGOLD A. (PG)
Telekom Baskets Bonn",30,454:29:00,92,11,24,45.80%,21,59,35.60%,32,83,38.60%,7,12,58.30%,45,10,55,24,11,13,1,61,114,-1,0
117,"BYARS D. (SF)
ALBA BERLIN",11,260:47:00,89,27,42,64.30%,8,30,26.70%,35,72,48.60%,11,19,57.90%,18,11,29,9,7,11,3,22,81,-24,0
151,"JACOBSON B. (PG)
s.Oliver Baskets",13,352:29:00,89,14,56,25.00%,9,46,19.60%,23,102,22.60%,34,50,68.00%,37,9,46,37,6,28,0,31,55,-1,0
219,"SCHULTZE S. (PF)
ALBA BERLIN",32,260:40:00,88,20,42,47.60%,12,35,34.30%,32,77,41.60%,12,17,70.60%,21,11,32,12,4,8,1,60,79,40,0
221,"CLAY O. (PF)
s.Oliver Baskets",33,292:50:00,88,32,63,50.80%,0,2,0.00%,32,65,49.20%,24,50,48.00%,49,23,72,11,3,19,10,62,106,-64,0
106,"ZIMMERMAN D. (PG)
Neckar RIESEN Ludwigsburg",10,266:50:00,87,33,70,47.10%,0,1,0.00%,33,71,46.50%,21,36,58.30%,35,17,52,42,22,27,3,31,126,-4,1
107,"PERKOVIC J. (PF)
LTi GIESSEN 46ers",10,217:18:00,87,25,41,61.00%,4,18,22.20%,29,59,49.20%,25,34,73.50%,30,9,39,13,2,14,5,27,93,-49,0
42,"OGILVY A. (C)
Brose Baskets",7,115:16:00,83,24,44,54.50%,0,1,0.00%,24,45,53.30%,35,44,79.60%,16,13,29,9,4,10,6,20,91,43,1
226,"SAIBOU J. (PG)
TBB Trier",34,317:44:00,82,14,40,35.00%,9,27,33.30%,23,67,34.30%,27,36,75.00%,20,7,27,17,7,20,2,49,62,-66,0
177,"MCFADDEN T. (PG)
New Yorker Phantoms Braunschweig",15,219:54:00,81,13,33,39.40%,17,43,39.50%,30,76,39.50%,4,4,100.00%,16,6,22,18,5,10,0,17,70,-17,0
225,"OEHLE R. (C)
WALTER Tigers Tübingen",33,300:05:00,80,29,69,42.00%,0,0,0.00%,29,69,42.00%,22,30,73.30%,31,24,55,10,8,24,6,57,87,-91,0
215,"VOIGTMANN J. (C)
FRAPORT SKYLINERS",26,251:44:00,78,34,62,54.80%,0,1,0.00%,34,63,54.00%,10,14,71.40%,37,17,54,11,5,15,4,26,104,-6,0
147,"RENFROE A. (PG)
Brose Baskets",11,300:32:00,76,18,35,51.40%,10,25,40.00%,28,60,46.70%,10,14,71.40%,30,10,40,50,15,20,0,28,125,75,0
223,"NOLTE M. (C)
FRAPORT SKYLINERS",28,303:30:00,74,22,40,55.00%,0,0,0.00%,22,40,55.00%,30,49,61.20%,32,23,55,4,7,21,1,52,83,27,0
218,"THüLIG F. (SF)
Telekom Baskets Bonn",26,261:14:00,72,15,31,48.40%,11,35,31.40%,26,66,39.40%,9,11,81.80%,17,12,29,5,4,4,2,35,66,19,0
231,"SCHMIDT S. (C)
BBC Bayreuth",32,320:36:00,69,24,63,38.10%,0,1,0.00%,24,64,37.50%,21,26,80.80%,32,34,66,8,1,21,2,54,80,-60,0
87,"PIGRAM C. (PG)
s.Oliver Baskets",7,162:54:00,67,11,27,40.70%,12,31,38.70%,23,58,39.70%,9,11,81.80%,12,1,13,27,4,21,0,9,53,-10,0
88,"PIGRAM C. (PG)
s.Oliver Baskets",7,162:54:00,67,11,27,40.70%,12,31,38.70%,23,58,39.70%,9,11,81.80%,12,1,13,27,4,21,0,9,53,-10,0
110,"DREVO A. (PF)
Artland Dragons",8,146:25:00,67,11,24,45.80%,11,23,47.80%,22,47,46.80%,12,18,66.70%,24,5,29,5,2,8,1,21,65,-12,0
111,"DREVO A. (PF)
Artland Dragons",8,146:25:00,67,11,24,45.80%,11,23,47.80%,22,47,46.80%,12,18,66.70%,24,5,29,5,2,8,1,21,65,-12,0
168,"SAMHAN O. (C)
ratiopharm ulm",11,150:37:00,65,24,35,68.60%,5,15,33.30%,29,50,58.00%,2,11,18.20%,32,23,55,8,0,12,2,22,88,66,0
220,"SPöLER T. (SF)
BBC Bayreuth",24,208:01:00,65,7,20,35.00%,10,29,34.50%,17,49,34.70%,21,23,91.30%,24,21,45,2,5,18,0,36,65,-15,0
228,"ZEIS P. (PF)
BBC Bayreuth",28,242:34:00,65,3,8,37.50%,18,38,47.40%,21,46,45.70%,5,5,100.00%,26,8,34,6,8,6,0,39,82,-58,0
140,"AVDALOVIC V. (SG)
ALBA BERLIN",9,221:05:00,64,15,28,53.60%,7,22,31.80%,22,50,44.00%,13,13,100.00%,24,3,27,30,8,11,3,24,93,102,0
239,"BAHIENSE DE MELLO D. (SG)
EWE Baskets Oldenburg",34,354:57:00,64,16,39,41.00%,8,46,17.40%,24,85,28.20%,8,10,80.00%,26,2,28,10,7,18,0,40,28,11,0
120,"VALTERS K. (PG)
Artland Dragons",8,165:07:00,63,6,15,40.00%,10,26,38.50%,16,41,39.00%,21,22,95.50%,15,1,16,17,8,19,1,24,60,-20,0
32,"WALSH M. (SG)
Brose Baskets",5,111:57:00,61,9,16,56.30%,11,24,45.80%,20,40,50.00%,10,11,90.90%,26,7,33,16,3,11,0,13,81,5,1
192,"HANKE R. (C)
LTi GIESSEN 46ers",14,186:54:00,61,23,44,52.30%,0,0,0.00%,23,44,52.30%,15,18,83.30%,20,12,32,2,2,13,4,28,64,-205,0
173,"EVERETT T. (PG)
Eisbären Bremerhaven",10,175:57:00,57,12,24,50.00%,7,23,30.40%,19,47,40.40%,12,15,80.00%,11,4,15,30,11,11,0,15,71,1,0
158,"WRIGHT L. (PG)
FRAPORT SKYLINERS",9,169:50:00,56,6,20,30.00%,13,34,38.20%,19,54,35.20%,5,5,100.00%,9,1,10,3,4,6,1,19,33,-25,0
232,"LAND E. (C)
New Yorker Phantoms Braunschweig",27,165:59:00,55,19,36,52.80%,0,4,0.00%,19,40,47.50%,17,24,70.80%,21,9,30,5,0,9,1,39,54,-25,0
206,"EL DOMIATY J. (PG)
Eisbären Bremerhaven",16,99:12:00,53,8,15,53.30%,11,20,55.00%,19,35,54.30%,4,8,50.00%,4,5,9,4,3,4,0,15,45,18,0
241,"FREESE J. (C)
EWE Baskets Oldenburg",32,274:10:00,53,18,48,37.50%,0,0,0.00%,18,48,37.50%,17,37,46.00%,27,17,44,9,3,19,6,49,46,-3,1
184,"ABDUL-HAMID M. (PG)
EWE Baskets Oldenburg",10,133:53:00,50,9,25,36.00%,6,10,60.00%,15,35,42.90%,14,22,63.60%,15,2,17,9,5,9,0,14,44,22,0
170,"RATKOVICA B. (PG)
Artland Dragons",8,213:53:00,47,4,13,30.80%,9,30,30.00%,13,43,30.20%,12,14,85.70%,10,0,10,43,6,13,0,29,61,27,0
171,"HESSON M. (SF)
ratiopharm ulm",8,104:10:00,47,10,24,41.70%,6,11,54.60%,16,35,45.70%,9,10,90.00%,18,11,29,3,4,5,3,11,61,50,0
238,"CANTY A. (PG)
Eisbären Bremerhaven",25,250:22:00,47,12,25,48.00%,6,27,22.20%,18,52,34.60%,5,6,83.30%,8,6,14,29,14,13,0,24,56,12,0
59,"ORTNER B. (C)
LTi GIESSEN 46ers",4,113:08:00,44,19,37,51.40%,1,1,100.00%,20,38,52.60%,3,6,50.00%,16,7,23,8,3,6,4,14,55,-37,0
187,"NADJFEJI A. (PF)
FC Bayern München",8,92:13:00,39,15,21,71.40%,0,0,0.00%,15,21,71.40%,9,13,69.20%,8,7,15,3,5,5,0,16,47,31,0
230,"SCHMIDT D. (PG)
Brose Baskets",17,146:44:00,38,8,17,47.10%,2,12,16.70%,10,29,34.50%,16,22,72.70%,10,2,12,16,5,12,0,29,34,6,0
237,"KOCH T. (SF)
Neckar RIESEN Ludwigsburg",19,179:44:00,38,4,4,100.00%,10,24,41.70%,14,28,50.00%,0,0,0.00%,10,5,15,7,2,10,0,17,38,-48,0
227,"RAFFINGTON J. (PF)
Eisbären Bremerhaven",15,60:45:00,35,9,19,47.40%,4,7,57.10%,13,26,50.00%,5,6,83.30%,7,5,12,2,2,8,1,13,30,5,0
114,"WESTBROOK L. (PG)
Neckar RIESEN Ludwigsburg",4,86:25:00,33,9,23,39.10%,3,8,37.50%,12,31,38.70%,6,8,75.00%,9,4,13,6,0,4,0,7,27,-2,0
190,"SIKSNIUS A. (SF)
BBC Bayreuth",7,103:07:00,31,2,7,28.60%,8,22,36.40%,10,29,34.50%,3,6,50.00%,3,2,5,1,0,8,0,15,7,-16,0
244,"NJEI A. (SG)
Artland Dragons",22,202:04:00,30,7,26,26.90%,5,19,26.30%,12,45,26.70%,1,2,50.00%,19,4,23,13,5,15,3,20,25,-35,0
242,"SPODEN R. (PF)
WALTER Tigers Tübingen",18,108:41:00,29,4,11,36.40%,5,21,23.80%,9,32,28.10%,6,10,60.00%,7,2,9,3,1,5,2,20,12,-26,0
180,"BONDS J. (SF)
LTi GIESSEN 46ers",5,114:01:00,26,7,22,31.80%,1,5,20.00%,8,27,29.60%,9,12,75.00%,8,7,15,3,4,7,0,7,19,-25,0
249,"WEISER J. (PG)
LTi GIESSEN 46ers",22,257:48:00,26,7,15,46.70%,2,10,20.00%,9,25,36.00%,6,12,50.00%,16,1,17,16,2,18,1,29,22,-227,0
222,"RADOSAVLJEVIC B. (C)
FC Bayern München",9,55:18:00,24,7,14,50.00%,0,0,0.00%,7,14,50.00%,10,13,76.90%,3,4,7,3,1,10,2,9,17,4,0
229,"JöNKE T. (PG)
ratiopharm ulm",10,60:34:00,23,6,11,54.50%,0,2,0.00%,6,13,46.20%,11,13,84.60%,5,3,8,7,2,8,0,10,23,27,0
252,"SMIT K. (PG)
EWE Baskets Oldenburg",21,84:36:00,23,3,10,30.00%,3,11,27.30%,6,21,28.60%,8,12,66.70%,9,1,10,8,3,9,0,29,16,5,0
208,"FIELDS J. (PF)
LTi GIESSEN 46ers",7,75:47:00,22,10,12,83.30%,0,0,0.00%,10,12,83.30%,2,3,66.70%,12,4,16,1,0,3,9,11,42,-30,0
236,"AMAIZE R. (SG)
LTi GIESSEN 46ers",11,103:00:00,22,6,18,33.30%,3,12,25.00%,9,30,30.00%,1,4,25.00%,5,1,6,1,3,16,1,11,-7,-102,0
141,"HORNER D. (PF)
Artland Dragons",3,77:04:00,21,8,16,50.00%,1,4,25.00%,9,20,45.00%,2,5,40.00%,17,4,21,4,1,3,0,8,30,7,0
240,"LANGE J. (PF)
Mitteldeutscher BC",12,46:12:00,20,4,9,44.40%,3,10,30.00%,7,19,36.80%,3,6,50.00%,7,3,10,2,0,5,1,11,13,-25,0
248,"SCHOO B. (C)
Phoenix Hagen",15,70:11:00,19,5,16,31.30%,0,0,0.00%,5,16,31.30%,9,9,100.00%,11,12,23,0,0,7,6,18,30,-44,0
213,"ROHNERT N. (SG)
BBC Bayreuth",6,92:16:00,18,5,13,38.50%,2,6,33.30%,7,19,36.80%,2,2,100.00%,8,4,12,4,3,6,0,5,19,-32,0
246,"BEKTESHI B. (PG)
Neckar RIESEN Ludwigsburg",14,79:27:00,18,6,8,75.00%,1,7,14.30%,7,15,46.70%,3,4,75.00%,5,1,6,3,3,9,0,15,12,6,0
207,"DAVIS D. (PG)
WALTER Tigers Tübingen",5,43:18:00,16,2,8,25.00%,3,8,37.50%,5,16,31.30%,3,5,60.00%,2,1,3,3,0,5,0,3,4,-31,0
253,"HENNEBERGER C. (SG)
s.Oliver Baskets",15,67:50:00,16,2,11,18.20%,3,13,23.10%,5,24,20.80%,3,4,75.00%,5,0,5,0,2,2,0,6,1,16,0
211,"SANT-ROOS H. (SF)
New Yorker Phantoms Braunschweig",5,50:37:00,15,5,8,62.50%,0,3,0.00%,5,11,45.50%,5,8,62.50%,5,4,9,3,5,1,2,4,24,33,0
212,"KRUGER K. (PG)
Eisbären Bremerhaven",5,65:28:00,15,3,8,37.50%,3,10,30.00%,6,18,33.30%,0,1,0.00%,2,1,3,8,1,3,0,3,11,-20,0
247,"FüLLE S. (SG)
ALBA BERLIN",11,55:06:00,14,2,7,28.60%,2,4,50.00%,4,11,36.40%,4,4,100.00%,2,0,2,4,1,2,1,12,13,0,0
260,"HOFFMANN C. (PG)
Artland Dragons",12,38:33:00,12,1,8,12.50%,1,3,33.30%,2,11,18.20%,7,7,100.00%,2,0,2,2,0,4,0,4,3,-21,0
60,"UGRAI M. (PF)
s.Oliver Baskets",1,20:12:00,11,2,4,50.00%,2,3,66.70%,4,7,57.10%,1,4,25.00%,4,0,4,0,3,4,0,1,8,-8,0
243,"GIBSON R. (PG)
Mitteldeutscher BC",7,85:00:00,11,2,13,15.40%,2,13,15.40%,4,26,15.40%,1,2,50.00%,4,1,5,10,8,8,1,15,4,-34,0
251,"DIDOVIC A. (PF)
LTi GIESSEN 46ers",9,52:19:00,10,5,9,55.60%,0,3,0.00%,5,12,41.70%,0,0,0.00%,5,0,5,5,1,6,1,5,9,-52,0
189,"ELDRIDGE O. (SG)
s.Oliver Baskets",2,26:24:00,9,3,5,60.00%,1,3,33.30%,4,8,50.00%,0,0,0.00%,3,2,5,4,1,2,0,1,13,-6,0
245,"KONE B. (SG)
Eisbären Bremerhaven",7,31:24:00,9,3,9,33.30%,1,2,50.00%,4,11,36.40%,0,0,0.00%,0,3,3,4,1,2,0,5,8,10,0
264,"SPöLER B. (C)
Artland Dragons",12,43:15:00,9,2,8,25.00%,0,1,0.00%,2,9,22.20%,5,8,62.50%,9,5,14,1,0,6,1,10,9,-14,0
250,"GAUSA K. (SF)
ratiopharm ulm",7,42:44:00,8,2,4,50.00%,1,5,20.00%,3,9,33.30%,1,2,50.00%,6,3,9,4,0,2,0,3,12,32,0
263,"TURUDIC D. (C)
LTi GIESSEN 46ers",9,39:52:00,7,3,10,30.00%,0,2,0.00%,3,12,25.00%,1,1,100.00%,5,1,6,1,1,2,3,4,7,-28,0
269,"ALBUS J. (SF)
WALTER Tigers Tübingen",11,25:42:00,7,2,3,66.70%,1,4,25.00%,3,7,42.90%,0,0,0.00%,1,1,2,0,1,1,1,7,6,2,0
235,"MERZ M. (PG)
FRAPORT SKYLINERS",3,21:56:00,6,1,1,100.00%,1,2,50.00%,2,3,66.70%,1,2,50.00%,1,0,1,2,0,0,0,3,7,2,0
255,"LIESER P. (PG)
Mitteldeutscher BC",6,14:54:00,6,3,7,42.90%,0,0,0.00%,3,7,42.90%,0,0,0.00%,1,1,2,1,0,1,0,2,4,-7,0
258,"PFLüGER R. (SG)
LTi GIESSEN 46ers",6,32:22:00,6,3,6,50.00%,0,0,0.00%,3,6,50.00%,0,0,0.00%,2,0,2,2,1,4,0,2,4,-32,0
261,"KOCH F. (SF)
Telekom Baskets Bonn",7,21:02:00,6,1,4,25.00%,1,1,100.00%,2,5,40.00%,1,4,25.00%,5,1,6,2,2,1,0,4,9,23,0
265,"BLECK F. (SF)
Phoenix Hagen",8,36:26:00,6,2,3,66.70%,0,3,0.00%,2,6,33.30%,2,4,50.00%,2,1,3,2,0,2,0,2,3,-37,0
185,"GERTZ L. (SG)
New Yorker Phantoms Braunschweig",1,22:26:00,5,1,1,100.00%,1,2,50.00%,2,3,66.70%,0,0,0.00%,0,1,1,1,0,1,0,1,5,23,0
224,"DOHMEN M. (PF)
Telekom Baskets Bonn",2,12:48:00,5,1,4,25.00%,1,4,25.00%,2,8,25.00%,0,0,0.00%,1,0,1,1,0,0,0,1,1,-5,0
256,"KRAMER M. (SG)
Phoenix Hagen",5,16:14:00,5,1,2,50.00%,1,7,14.30%,2,9,22.20%,0,0,0.00%,0,1,1,0,0,0,0,4,-1,-26,0
262,"NEY J. (SG)
ALBA BERLIN",6,14:20:00,5,1,1,100.00%,0,2,0.00%,1,3,33.30%,3,5,60.00%,3,3,6,0,2,1,0,1,8,16,0
234,"IVANDIC S. (SG)
WALTER Tigers Tübingen",2,02:33:00,4,2,2,100.00%,0,0,0.00%,2,2,100.00%,0,0,0.00%,0,0,0,0,0,0,0,0,4,2,0
272,"ROCKMANN M. (SF)
Brose Baskets",14,27:54:00,4,0,1,0.00%,1,7,14.30%,1,8,12.50%,1,2,50.00%,2,0,2,0,0,3,0,5,-5,-1,0
210,"ZIPSER P. (PG)
FC Bayern München",1,01:37:00,3,0,0,0.00%,1,1,100.00%,1,1,100.00%,0,0,0.00%,1,0,1,0,0,0,0,0,4,3,0
214,"MUELLER J. (PG)
Telekom Baskets Bonn",1,11:04:00,3,0,1,0.00%,1,2,50.00%,1,3,33.30%,0,0,0.00%,2,0,2,1,0,0,0,5,4,-5,0
259,"HADZOVIC N. (C)
Neckar RIESEN Ludwigsburg",3,06:36:00,3,1,1,100.00%,0,0,0.00%,1,1,100.00%,1,2,50.00%,0,0,0,0,0,0,0,0,2,-3,0
233,"APASU J. (SF)
Telekom Baskets Bonn",1,10:00:00,2,1,3,33.30%,0,0,0.00%,1,3,33.30%,0,0,0.00%,0,0,0,0,1,1,0,1,0,-4,0
257,"ZINN R. (PG)
Neckar RIESEN Ludwigsburg",2,07:02:00,2,1,1,100.00%,0,0,0.00%,1,1,100.00%,0,0,0.00%,1,0,1,1,0,0,0,1,4,8,0
266,"DOJCIN D. (PF)
TBB Trier",3,34:11:00,2,1,2,50.00%,0,3,0.00%,1,5,20.00%,0,2,0.00%,4,1,5,3,1,2,0,3,3,-9,0
267,"VALéRIEN M. (SF)
FC Bayern München",3,08:53:00,2,1,3,33.30%,0,0,0.00%,1,3,33.30%,0,0,0.00%,1,2,3,1,0,0,0,2,4,3,0
268,"MONSE S. (PF)
ALBA BERLIN",3,05:38:00,2,1,3,33.30%,0,0,0.00%,1,3,33.30%,0,0,0.00%,0,1,1,0,1,0,0,1,2,-1,0
270,"NOVAK J. (PF)
FRAPORT SKYLINERS",4,16:00:00,2,0,0,0.00%,0,1,0.00%,0,1,0.00%,2,2,100.00%,0,0,0,1,0,1,0,3,1,19,0
271,"RICHTER J. (C)
Brose Baskets",5,09:01:00,2,1,2,50.00%,0,3,0.00%,1,5,20.00%,0,0,0.00%,0,2,2,0,0,0,0,1,0,-8,0
254,"HARTMANN A. (PG)
EWE Baskets Oldenburg",1,07:23:00,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,2,50.00%,2,1,3,1,0,0,0,1,4,6,0
273,"MARIN M. (SG)
FC Bayern München",2,07:03:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,2,0,6,0
274,"OLDENBURG T. (PF)
FRAPORT SKYLINERS",2,00:46:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,1,0,0
275,"HEBERLEIN M. (SG)
ratiopharm ulm",8,15:27:00,0,0,2,0.00%,0,1,0.00%,0,3,0.00%,0,0,0.00%,2,0,2,1,0,0,0,1,0,6,0
276,"ILZHöFER S. (SF)
Neckar RIESEN Ludwigsburg",1,03:47:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,-1,-6,0
277,"AGVA M. (C)
WALTER Tigers Tübingen",1,00:41:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,0.00%,1,0,1,0,0,0,0,0,-1,-1,0
278,"CHAMBERS T. (PG)
BBC Bayreuth",2,00:38:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-1,0
279,"MALU J. (C)
Eisbären Bremerhaven",1,02:09:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2,0
280,"HERWIG M. (PF)
s.Oliver Baskets",1,01:54:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,1,0,0
281,"BUNTIC L. (C)
TBB Trier",2,01:14:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,-1,0,0
282,"HERWIG D. (SF)
ALBA BERLIN",3,07:05:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,1,1,4,0
283,"LOPES J. (C)
TBB Trier",3,06:18:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,-8,0
284,"JOOS J. (PF)
Neckar RIESEN Ludwigsburg",3,08:59:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,2,0.00%,0,0,0,1,0,0,0,2,-2,6,0
285,"BREU L. (SG)
TBB Trier",1,01:26:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-5,0
