pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
86,"HARRIS E. (PF)
Brose Bamberg",12,157:08:00,108,43,63,68.30%,0,1,0.00%,43,64,67.20%,22,27,81.50%,25,14,39,13,2,8,2,18,130,112,0
98,"NIKOLIC A. (PG)
Brose Bamberg",13,250:23:00,107,13,37,35.10%,16,33,48.50%,29,70,41.40%,33,39,84.60%,16,4,20,39,12,18,0,26,113,91,0
174,"DORETH B. (PG)
medi bayreuth",32,620:35:00,107,15,33,45.50%,22,61,36.10%,37,94,39.40%,11,13,84.60%,45,9,54,75,13,34,0,44,156,62,0
70,"ZIRBES M. (C)
FC Bayern München",11,167:18:00,106,39,61,63.90%,0,0,0.00%,39,61,63.90%,28,34,82.40%,22,20,42,3,3,22,4,27,108,104,1
167,"KING A. (SF)
FC Bayern München",30,374:26:00,106,14,17,82.40%,23,50,46.00%,37,67,55.20%,9,12,75.00%,42,4,46,35,12,24,1,49,143,137,0
171,"WENDT L. (SG)
Eisbären Bremerhaven",31,335:15:00,106,18,36,50.00%,14,50,28.00%,32,86,37.20%,28,39,71.80%,22,3,25,43,16,26,1,56,100,-57,0
37,"KENNEDY D. (SF)
MHP RIESEN Ludwigsburg",9,240:47:00,102,28,57,49.10%,3,13,23.10%,31,70,44.30%,37,49,75.50%,42,8,50,36,8,27,3,17,121,24,1
170,"MäDRICH D. (C)
EWE Baskets Oldenburg",28,225:10:00,101,18,47,38.30%,10,38,26.30%,28,85,32.90%,35,45,77.80%,25,13,38,13,5,18,5,60,77,-37,0
178,"VöLLER M. (PF)
GIESSEN 46ers",32,468:57:00,100,35,58,60.30%,7,26,26.90%,42,84,50.00%,9,16,56.30%,43,12,55,19,18,32,5,66,116,-61,0
126,"GORDON L. (SF)
RASTA Vechta",15,325:59:00,97,17,38,44.70%,18,42,42.90%,35,80,43.80%,9,13,69.20%,36,9,45,32,8,24,1,24,110,-104,0
154,"AGVA M. (C)
FRAPORT SKYLINERS",21,277:22:00,95,37,86,43.00%,0,0,0.00%,37,86,43.00%,21,34,61.80%,34,25,59,11,4,19,6,33,94,-35,1
162,"BEKTESHI B. (PG)
RASTA Vechta",25,258:56:00,93,20,41,48.80%,12,33,36.40%,32,74,43.20%,17,20,85.00%,17,6,23,41,13,31,1,40,95,-55,0
176,"MACKELDANZ O. (C)
Science City Jena",28,208:28:00,91,34,47,72.30%,0,0,0.00%,34,47,72.30%,23,34,67.70%,19,18,37,5,6,14,5,39,106,-71,0
179,"MARIN M. (SG)
WALTER Tigers Tübingen",30,319:35:00,90,10,23,43.50%,19,54,35.20%,29,77,37.70%,13,14,92.90%,11,2,13,18,8,21,0,51,59,-92,0
182,"VARGAS A. (SG)
ALBA BERLIN",31,463:41:00,90,14,36,38.90%,17,42,40.50%,31,78,39.70%,11,13,84.60%,20,4,24,34,16,14,0,48,101,-22,0
118,"MIHAILOVIC V. (SG)
s.Oliver Würzburg",12,287:53:00,87,18,35,51.40%,11,57,19.30%,29,92,31.50%,18,29,62.10%,27,5,32,33,16,26,2,36,70,-59,0
185,"CLAY O. (C)
Science City Jena",31,429:43:00,86,32,82,39.00%,0,4,0.00%,32,86,37.20%,22,39,56.40%,51,35,86,14,11,25,13,78,114,-121,0
186,"SCHWARZ M. (SG)
BG Göttingen",31,401:28:00,85,4,10,40.00%,23,73,31.50%,27,83,32.50%,8,10,80.00%,22,6,28,29,9,7,0,20,86,-53,0
190,"SCHMIDT D. (PG)
Science City Jena",32,555:39:00,85,12,29,41.40%,14,35,40.00%,26,64,40.60%,19,31,61.30%,36,2,38,82,13,42,0,85,126,-127,0
194,"PLUSKOTA M. (PF)
GIESSEN 46ers",33,365:52:00,83,33,79,41.80%,0,0,0.00%,33,79,41.80%,17,46,37.00%,37,25,62,11,6,29,9,60,67,-21,0
188,"MERZ M. (PG)
FRAPORT SKYLINERS",30,430:27:00,81,13,52,25.00%,11,36,30.60%,24,88,27.30%,22,33,66.70%,31,7,38,56,20,31,0,74,89,-62,0
23,"ROBINSON G. (SG)
ALBA BERLIN",6,137:19:00,77,18,31,58.10%,6,13,46.20%,24,44,54.60%,23,27,85.20%,14,5,19,22,9,12,1,13,92,-20,0
140,"VEREMEENKO V. (PF)
Brose Bamberg",14,207:25:00,77,33,46,71.70%,0,0,0.00%,33,46,71.70%,11,18,61.10%,25,14,39,2,6,12,1,36,93,53,0
131,"FREESE J. (C)
Basketball Löwen Braunschweig",12,218:33:00,76,24,58,41.40%,0,0,0.00%,24,58,41.40%,28,46,60.90%,22,17,39,8,4,23,3,23,55,-74,0
180,"NEUMANN P. (C)
RASTA Vechta",24,265:45:00,72,26,73,35.60%,0,0,0.00%,26,73,35.60%,20,35,57.10%,43,22,65,10,9,21,11,47,84,-76,0
191,"SPOHR D. (SF)
BG Göttingen",27,294:30:00,71,9,19,47.40%,14,42,33.30%,23,61,37.70%,11,14,78.60%,32,7,39,22,3,11,0,40,83,-66,0
193,"SIMON N. (PG)
Basketball Löwen Braunschweig",28,464:04:00,71,15,47,31.90%,8,50,16.00%,23,97,23.70%,17,22,77.30%,31,9,40,26,11,12,0,56,57,-148,0
198,"RICHTER J. (PF)
Telekom Baskets Bonn",30,260:43:00,69,22,37,59.50%,5,14,35.70%,27,51,52.90%,10,21,47.60%,15,16,31,17,6,23,2,36,67,19,0
199,"BREUNIG M. (PF)
MHP RIESEN Ludwigsburg",28,257:06:00,64,20,52,38.50%,2,5,40.00%,22,57,38.60%,18,25,72.00%,41,19,60,12,6,12,8,34,96,15,0
148,"COBBINS M. (PF)
s.Oliver Würzburg",13,205:28:00,63,26,37,70.30%,0,0,0.00%,26,37,70.30%,11,25,44.00%,26,15,41,4,3,12,5,25,79,5,0
96,"KLEIN K. (PG)
Telekom Baskets Bonn",7,137:34:00,58,6,12,50.00%,11,25,44.00%,17,37,46.00%,13,21,61.90%,16,3,19,8,8,14,0,17,51,-6,0
151,"MIHAILOVIC V. (SG)
EWE Baskets Oldenburg",12,231:48:00,57,9,24,37.50%,12,33,36.40%,21,57,36.80%,3,4,75.00%,37,3,40,18,7,10,3,30,78,10,0
41,"RUOFF A. (SF)
MHP RIESEN Ludwigsburg",5,111:05:00,56,11,17,64.70%,7,16,43.80%,18,33,54.60%,13,16,81.30%,12,4,16,16,4,8,1,13,67,14,0
205,"LOCKHART D. (SG)
EWE Baskets Oldenburg",31,315:25:00,55,12,20,60.00%,6,17,35.30%,18,37,48.70%,13,25,52.00%,29,10,39,31,18,27,2,54,87,47,0
124,"GONZALVEZ D. (SG)
MHP RIESEN Ludwigsburg",8,129:40:00,52,8,15,53.30%,9,24,37.50%,17,39,43.60%,9,13,69.20%,12,1,13,12,6,8,0,7,49,3,0
187,"BETZ S. (SF)
s.Oliver Würzburg",19,235:37:00,52,11,20,55.00%,7,28,25.00%,18,48,37.50%,9,16,56.30%,16,10,26,6,9,12,1,42,45,-19,0
203,"HOFFMANN F. (SF)
s.Oliver Würzburg",28,213:10:00,52,16,28,57.10%,2,13,15.40%,18,41,43.90%,14,20,70.00%,39,30,69,10,6,10,0,34,98,-31,0
183,"KRAMER D. (PF)
EWE Baskets Oldenburg",18,117:50:00,51,17,31,54.80%,3,12,25.00%,20,43,46.50%,8,16,50.00%,15,5,20,3,2,5,7,19,47,-34,0
173,"GONZALVEZ D. (SG)
medi bayreuth",14,155:33:00,47,8,13,61.50%,7,19,36.80%,15,32,46.90%,10,14,71.40%,6,8,14,7,7,4,1,25,51,-11,0
181,"BREMBLY D. (SF)
Eisbären Bremerhaven",15,164:40:00,45,10,21,47.60%,6,26,23.10%,16,47,34.00%,7,8,87.50%,17,1,18,14,9,14,0,17,40,-28,0
200,"FIGGE L. (SG)
Basketball Löwen Braunschweig",20,189:15:00,44,11,25,44.00%,4,19,21.10%,15,44,34.10%,10,13,76.90%,16,4,20,5,10,15,1,26,33,-80,0
201,"FERNER J. (SF)
ratiopharm ulm",21,132:55:00,44,6,8,75.00%,8,22,36.40%,14,30,46.70%,8,9,88.90%,6,6,12,8,2,2,1,17,48,-1,0
175,"KONE B. (PG)
MHP RIESEN Ludwigsburg",13,160:03:00,43,10,36,27.80%,3,9,33.30%,13,45,28.90%,14,21,66.70%,24,3,27,21,7,20,0,14,39,-12,0
210,"ILZHöFER S. (SF)
FRAPORT SKYLINERS",28,344:52:00,42,8,21,38.10%,8,31,25.80%,16,52,30.80%,2,2,100.00%,16,14,30,19,5,16,0,39,44,-41,0
153,"JOYCE D. (PG)
FC Bayern München",9,139:21:00,41,7,14,50.00%,7,14,50.00%,14,28,50.00%,6,8,75.00%,12,4,16,26,6,6,0,21,67,78,0
189,"WOHLFARTH-BOTTERMANN J. (C)
ratiopharm ulm",15,136:43:00,40,14,22,63.60%,0,0,0.00%,14,22,63.60%,12,21,57.10%,16,13,29,7,5,14,4,27,54,33,0
196,"BARTON C. (PG)
s.Oliver Würzburg",17,187:41:00,40,12,27,44.40%,4,20,20.00%,16,47,34.00%,4,5,80.00%,6,0,6,22,0,15,0,16,21,-67,0
192,"KRäMER D. (SG)
ratiopharm ulm",15,100:38:00,39,7,15,46.70%,6,9,66.70%,13,24,54.20%,7,8,87.50%,13,3,16,4,1,4,1,15,45,18,0
217,"BREITLAUCH A. (SG)
Eisbären Bremerhaven",28,238:27:00,37,8,22,36.40%,5,17,29.40%,13,39,33.30%,6,12,50.00%,5,16,21,9,7,12,1,37,31,-21,0
166,"SANDERS J. (SG)
Telekom Baskets Bonn",10,181:24:00,36,8,21,38.10%,4,19,21.10%,12,40,30.00%,8,8,100.00%,17,4,21,15,4,16,0,15,32,-47,0
206,"KRATZER L. (C)
Brose Bamberg",19,109:37:00,33,12,21,57.10%,0,0,0.00%,12,21,57.10%,9,20,45.00%,19,12,31,2,2,8,3,25,43,36,0
102,"PRATHER C. (SG)
ratiopharm ulm",3,49:02:00,24,6,12,50.00%,2,5,40.00%,8,17,47.10%,6,8,75.00%,6,1,7,4,2,4,0,3,22,16,0
213,"FREESE J. (C)
EWE Baskets Oldenburg",15,80:39:00,22,7,10,70.00%,0,0,0.00%,7,10,70.00%,8,13,61.50%,9,10,19,1,0,6,2,17,30,5,0
214,"BONGA I. (PG)
FRAPORT SKYLINERS",15,135:37:00,21,10,18,55.60%,0,9,0.00%,10,27,37.00%,1,3,33.30%,11,7,18,7,8,10,2,20,27,33,0
218,"KOLO Y. (C)
WALTER Tigers Tübingen",17,70:07:00,20,3,13,23.10%,3,8,37.50%,6,21,28.60%,5,5,100.00%,8,6,14,0,2,3,2,9,20,-46,0
165,"WANK L. (SG)
s.Oliver Würzburg",5,40:25:00,18,6,9,66.70%,0,2,0.00%,6,11,54.60%,6,9,66.70%,7,4,11,2,3,2,1,2,25,2,0
207,"OLINDE L. (SF)
Brose Bamberg",12,74:00:00,18,4,10,40.00%,2,4,50.00%,6,14,42.90%,4,4,100.00%,9,7,16,1,2,3,0,9,26,-10,0
184,"JALLOW K. (SG)
FC Bayern München",6,26:13:00,17,6,8,75.00%,1,1,100.00%,7,9,77.80%,2,5,40.00%,0,1,1,1,4,0,0,3,18,30,0
195,"ROHWER B. (SF)
ratiopharm ulm",7,31:08:00,17,5,9,55.60%,2,3,66.70%,7,12,58.30%,1,4,25.00%,4,3,7,1,0,4,1,7,14,20,0
177,"SERIC M. (PF)
MHP RIESEN Ludwigsburg",5,35:47:00,16,3,8,37.50%,2,6,33.30%,5,14,35.70%,4,4,100.00%,5,1,6,0,0,3,0,2,10,-6,0
147,"SHAKUR M. (PG)
s.Oliver Würzburg",3,69:27:00,15,4,13,30.80%,1,7,14.30%,5,20,25.00%,4,6,66.70%,1,1,2,8,3,8,1,5,4,-15,0
20,"KULBOKA A. (SG)
Brose Bamberg",1,22:15:00,13,2,3,66.70%,3,7,42.90%,5,10,50.00%,0,0,0.00%,2,3,5,2,1,2,0,1,14,3,0
226,"WIMBERG J. (SF)
EWE Baskets Oldenburg",18,123:03:00,13,0,2,0.00%,2,10,20.00%,2,12,16.70%,7,10,70.00%,15,6,21,4,4,7,2,15,24,22,0
204,"HERKENHOFF P. (SG)
RASTA Vechta",6,68:55:00,11,4,8,50.00%,1,8,12.50%,5,16,31.30%,0,0,0.00%,9,3,12,6,2,2,2,10,20,-33,0
219,"BEYSCHLAG G. (PG)
FC Bayern München",10,32:37:00,11,3,8,37.50%,1,1,100.00%,4,9,44.40%,2,3,66.70%,2,0,2,5,1,0,0,0,13,-3,0
228,"SCHMITT S. (PG)
Eisbären Bremerhaven",19,89:08:00,10,0,1,0.00%,3,8,37.50%,3,9,33.30%,1,4,25.00%,8,1,9,13,0,9,0,15,14,-64,0
168,"ANZULUNI Y. (SF)
Phoenix Hagen",2,31:00:00,7,3,6,50.00%,0,2,0.00%,3,8,37.50%,1,1,100.00%,4,3,7,0,4,4,1,2,10,-10,0
169,"KONE B. (PG)
GIESSEN 46ers",2,23:53:00,7,2,7,28.60%,0,4,0.00%,2,11,18.20%,3,4,75.00%,1,0,1,2,1,0,0,1,1,-19,0
197,"ABIF K. (PF)
RASTA Vechta",3,17:08:00,7,2,5,40.00%,1,3,33.30%,3,8,37.50%,0,0,0.00%,0,0,0,0,0,1,1,4,2,-24,0
225,"PAPE T. (PF)
ratiopharm ulm",8,35:55:00,7,3,7,42.90%,0,2,0.00%,3,9,33.30%,1,2,50.00%,3,2,5,5,0,0,2,4,12,-23,0
232,"GRüTTNER BACOUL J. (SG)
BG Göttingen",14,68:58:00,7,1,7,14.30%,1,3,33.30%,2,10,20.00%,2,3,66.70%,8,1,9,5,1,3,1,7,11,4,0
224,"BACAK M. (C)
EWE Baskets Oldenburg",5,11:40:00,5,2,3,66.70%,0,0,0.00%,2,3,66.70%,1,4,25.00%,2,0,2,0,0,2,0,4,1,-2,0
233,"EBERT C. (PG)
Basketball Löwen Braunschweig",11,34:26:00,5,1,3,33.30%,1,4,25.00%,2,7,28.60%,0,0,0.00%,1,0,1,1,0,6,0,9,-4,-27,0
202,"ZWIENER P. (SF)
EWE Baskets Oldenburg",2,12:05:00,4,1,1,100.00%,0,0,0.00%,1,1,100.00%,2,2,100.00%,1,1,2,0,0,0,0,0,6,3,0
215,"NEUMANN P. (C)
ratiopharm ulm",3,13:57:00,4,2,4,50.00%,0,0,0.00%,2,4,50.00%,0,0,0.00%,0,0,0,2,0,0,1,1,5,3,0
216,"TRIEB M. (SG)
medi bayreuth",3,14:46:00,4,2,2,100.00%,0,2,0.00%,2,4,50.00%,0,1,0.00%,1,0,1,0,0,2,0,1,0,-10,0
231,"MALU J. (C)
ALBA BERLIN",8,30:46:00,4,1,5,20.00%,0,0,0.00%,1,5,20.00%,2,2,100.00%,2,2,4,0,0,4,0,4,0,-12,0
234,"BORCHERS D. (PG)
BG Göttingen",10,28:03:00,4,1,2,50.00%,0,1,0.00%,1,3,33.30%,2,3,66.70%,2,1,3,0,1,1,0,3,4,-6,0
208,"MPACKO S. (PG)
Basketball Löwen Braunschweig",2,01:56:00,3,0,0,0.00%,1,1,100.00%,1,1,100.00%,0,0,0.00%,3,0,3,0,0,1,0,1,5,-2,0
209,"MARTIN J. (PG)
GIESSEN 46ers",2,10:14:00,3,0,1,0.00%,1,2,50.00%,1,3,33.30%,0,0,0.00%,1,0,1,0,1,1,0,1,2,6,0
211,"PJANIC A. (SF)
GIESSEN 46ers",2,06:09:00,3,1,1,100.00%,0,0,0.00%,1,1,100.00%,1,1,100.00%,1,0,1,0,0,0,0,1,4,7,0
212,"PAULAUSKAS M. (PF)
Eisbären Bremerhaven",2,06:14:00,3,0,0,0.00%,1,1,100.00%,1,1,100.00%,0,0,0.00%,1,0,1,0,0,0,0,0,4,-4,0
221,"PONGO M. (PG)
ratiopharm ulm",3,28:02:00,3,0,1,0.00%,1,3,33.30%,1,4,25.00%,0,0,0.00%,1,0,1,0,0,2,1,6,0,11,0
222,"ADLER M. (SG)
medi bayreuth",3,05:12:00,3,0,0,0.00%,1,1,100.00%,1,1,100.00%,0,0,0.00%,0,0,0,0,0,0,0,0,3,2,0
220,"OGUNSIPE M. (SF)
FC Bayern München",2,03:41:00,2,1,1,100.00%,0,0,0.00%,1,1,100.00%,0,0,0.00%,2,1,3,0,0,0,0,2,5,1,0
227,"BLASS V. (SG)
Telekom Baskets Bonn",3,04:40:00,2,1,2,50.00%,0,1,0.00%,1,3,33.30%,0,0,0.00%,0,0,0,1,0,1,0,1,0,-5,0
230,"VOIGTMANN G. (PF)
s.Oliver Würzburg",4,10:27:00,2,1,1,100.00%,0,0,0.00%,1,1,100.00%,0,0,0.00%,2,2,4,0,0,0,0,3,6,-2,0
223,"GEORG J. (C)
WALTER Tigers Tübingen",1,00:11:00,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,2,50.00%,0,0,0,0,0,0,0,0,0,1,0
229,"HEBER J. (PG)
Science City Jena",2,15:21:00,1,0,0,0.00%,0,1,0.00%,0,1,0.00%,1,2,50.00%,0,0,0,0,0,4,0,0,-5,-14,0
235,"ZEEB G. (PG)
FRAPORT SKYLINERS",6,11:29:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,1,1,0,1,1,0,3,0,-5,0
236,"ROSENBOHM L. (SF)
ratiopharm ulm",1,01:50:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-2,0
237,"GROGER A. (PG)
BG Göttingen",2,00:34:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0
238,"KORTENBREER A. (C)
Phoenix Hagen",1,01:11:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-2,0
239,"HILLER J. (SG)
WALTER Tigers Tübingen",3,04:16:00,0,0,1,0.00%,0,1,0.00%,0,2,0.00%,0,0,0.00%,0,0,0,1,0,1,0,1,-2,-11,0
240,"CVETANOVIC S. (PF)
Eisbären Bremerhaven",2,11:52:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,1,0,1,0,0,1,0,1,-1,-19,0
241,"TRTOVAC A. (C)
FRAPORT SKYLINERS",1,00:40:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,2,-1,-1,0
242,"ALTE T. (C)
Basketball Löwen Braunschweig",1,04:44:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,1,1,3,0
243,"ZYLKA F. (SG)
ALBA BERLIN",1,07:42:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,2,0,0,0,1,1,-16,0
244,"MENZEL J. (PG)
BG Göttingen",4,03:13:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,1,1,0,0,-1,0,0
245,"HUNDT J. (PG)
ALBA BERLIN",2,02:09:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,1,0,0
246,"DESCHNER T. (PG)
WALTER Tigers Tübingen",4,13:12:00,0,0,2,0.00%,0,1,0.00%,0,3,0.00%,0,0,0.00%,0,0,0,2,1,1,0,3,-1,-11,0
247,"BENKE B. (PF)
ratiopharm ulm",1,00:25:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-1,0
248,"SCHUBERT K. (SF)
FRAPORT SKYLINERS",1,01:51:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,-1,-1,0
249,"LAGERPUSCH L. (PF)
Basketball Löwen Braunschweig",5,20:57:00,0,0,1,0.00%,0,1,0.00%,0,2,0.00%,0,0,0.00%,2,0,2,0,0,2,0,3,-2,-18,0
250,"SCHNEIDER T. (PF)
ALBA BERLIN",5,18:39:00,0,0,2,0.00%,0,0,0.00%,0,2,0.00%,0,0,0.00%,1,0,1,1,0,0,0,5,0,-22,0
251,"MEISTER B. (SF)
Eisbären Bremerhaven",2,04:24:00,0,0,1,0.00%,0,0,0.00%,0,1,0.00%,0,0,0.00%,1,0,1,1,0,1,0,0,0,3,0
252,"MöLLER A. (C)
Telekom Baskets Bonn",3,03:51:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,1,1,-5,0
253,"KOVACEVIC D. (PF)
FC Bayern München",1,01:50:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,1,4,0
254,"OMUVWIE M. (SG)
ratiopharm ulm",2,04:33:00,0,0,0,0.00%,0,1,0.00%,0,1,0.00%,0,0,0.00%,2,0,2,0,0,0,0,0,1,3,0
255,"HECKEL M. (PG)
s.Oliver Würzburg",2,02:23:00,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,-1,-2,0
